date,hour,userType,source,pagePath,deviceCategory,country,city,users,sessions,sessionDuration,timeOnPage,pageLoadTime,bounces
20200402,16,New Visitor,google,/blog/monitoring-grafana,desktop,France,Mougins,1,1,0,0,0,1
20200402,16,Returning Visitor,google,/blog/image-rotation-opencv,desktop,Vietnam,Long Xuyen,1,1,0,0,0,1
20200402,16,Returning Visitor,google,/blog/motion-monitor-opencv,desktop,Malaysia,Kuala Lumpur,1,1,0,0,0,1
20200402,18,New Visitor,google,/blog/gnuplot-electrode,desktop,Brazil,Juiz de Fora,1,1,0,0,0,1
20200402,18,New Visitor,google,/blog/image-rotation-opencv,desktop,India,Pune,1,1,0,0,0,1
20200402,19,Returning Visitor,(direct),/blog/image-rotation-opencv,desktop,Turkey,Istanbul,1,1,0,0,0,1
20200402,19,Returning Visitor,google,/blog/image-rotation-opencv,desktop,Netherlands,Heeze,1,1,0,0,0,1
20200402,19,Returning Visitor,google,/blog/ssd-yolo,desktop,Iraq,Baghdad,1,1,0,0,0,1
20200402,20,New Visitor,(direct),/blog/raspberry-video-stream,mobile,South Africa,Cape Town,1,1,0,0,0,1
20200402,20,New Visitor,google,/blog/image-rotation-opencv,desktop,Indonesia,Medan,1,1,0,0,0,1
20200402,22,New Visitor,google,/blog/image-rotation-opencv,desktop,United States,Seattle,1,1,0,0,0,1
20200403,0,New Visitor,google,/blog/grafana-dashboard,desktop,United States,San Jose,1,1,0,0,0,1
20200403,2,New Visitor,google,/blog/analytics-google,desktop,United States,Stony Brook,1,1,0,0,0,1
20200403,4,New Visitor,google,/blog/image-rotation-opencv,desktop,Japan,Yokohama,1,1,0,0,0,1
20200403,4,New Visitor,google,/blog/ssd-yolo,desktop,Hong Kong,(not set),1,1,0,0,0,1
20200403,4,Returning Visitor,google,/blog/ssd-yolo,desktop,Vietnam,(not set),1,1,249,249,0,0
20200403,5,Returning Visitor,(direct),/about,desktop,Mexico,Tuxtla Gutierrez,1,0,0,25,0,0
20200403,5,Returning Visitor,(direct),/blog/image-rotation-opencv,desktop,Mexico,Tuxtla Gutierrez,1,1,53,28,0,0
20200403,6,New Visitor,(direct),/blog/image-rotation-opencv,desktop,Australia,Melbourne,1,1,0,0,0,1
20200403,6,New Visitor,google,/blog/image-rotation-opencv,desktop,China,Shanghai,1,1,0,0,0,1
20200403,6,New Visitor,google,/blog/ssd-yolo,desktop,United States,San Diego,1,1,0,0,0,1
20200403,7,New Visitor,google,/blog/image-rotation-opencv,desktop,South Korea,Seoul,1,1,0,0,0,1
20200403,7,Returning Visitor,google,/blog/document-detection,desktop,India,Jaipur,1,1,0,0,0,1
20200403,8,New Visitor,(direct),/blog/image-rotation-opencv,desktop,Japan,(not set),1,1,0,0,0,1
20200403,8,New Visitor,google,/blog/analytics-google,desktop,Canada,West Vancouver,1,1,0,0,0,1
20200403,8,Returning Visitor,google,/blog/serverless-api-lambda,tablet,United States,Bellevue,1,1,0,0,0,1
20200403,9,New Visitor,google,/blog/ssd-yolo,desktop,Pakistan,Islamabad,1,1,0,0,0,1
20200403,9,Returning Visitor,feedburner,/blog/arduino-mkr-fox,mobile,France,Paris,1,1,88,88,0,0
20200403,9,Returning Visitor,google,/,mobile,France,Paris,1,1,0,0,0,1
20200403,10,New Visitor,google,/blog/analytics-google,desktop,Spain,(not set),1,1,0,0,0,1
20200403,10,New Visitor,google,/blog/image-rotation-opencv,desktop,South Korea,Yeongam-gun,1,1,0,0,0,1
20200403,11,Returning Visitor,google,/blog/analytics-google,desktop,Spain,(not set),1,1,0,0,0,1
20200403,12,New Visitor,google,/blog/image-rotation-opencv,desktop,Poland,Warsaw,1,1,0,0,0,1
20200403,12,New Visitor,google,/blog/monitoring-grafana,desktop,Ireland,Dublin,1,1,0,0,0,1
20200403,15,New Visitor,google,/blog/image-rotation-opencv,desktop,Germany,Siegen,1,1,0,0,0,1
20200403,15,New Visitor,google,/blog/image-rotation-opencv,desktop,Netherlands,Eindhoven,1,1,0,0,0,1
20200403,15,New Visitor,google,/blog/image-rotation-opencv,desktop,Ukraine,Kharkiv,1,1,0,0,0,1
20200403,16,New Visitor,google,/blog/motion-monitor-opencv,desktop,South Korea,Seoul,1,1,0,0,0,1
20200403,17,New Visitor,(direct),/blog/image-rotation-opencv,mobile,India,Guwahati,1,1,0,0,0,1
20200403,17,New Visitor,google,/blog/image-rotation-opencv,desktop,Russia,Balashikha,1,1,0,0,0,1
20200403,18,New Visitor,google,/blog/image-rotation-opencv,desktop,Australia,Canberra,1,1,0,0,0,1
20200403,18,New Visitor,google,/blog/image-rotation-opencv,mobile,Germany,Hamburg,1,1,257,257,0,0
20200403,18,New Visitor,google,/blog/ssd-yolo,desktop,France,Paris,1,1,0,0,0,1
20200403,18,New Visitor,google,/blog/ssd-yolo,desktop,India,Bengaluru,1,1,0,0,0,1
20200403,19,New Visitor,google,/blog/ssd-yolo,mobile,India,Pune,1,1,0,0,0,1
20200403,19,Returning Visitor,feedburner,/,desktop,France,Paris,1,1,17,17,0,0
20200403,19,Returning Visitor,feedburner,/blog,desktop,France,Paris,1,0,0,0,0,0
20200403,19,Returning Visitor,google,/blog/image-rotation-opencv,desktop,India,Pune,1,1,0,0,0,1
20200403,20,New Visitor,google,/blog/image-rotation-opencv,desktop,India,Amritsar,1,1,0,0,0,1
20200403,22,New Visitor,google,/blog/image-rotation-opencv,desktop,United Kingdom,Newcastle upon Tyne,1,1,0,0,0,1
20200404,0,New Visitor,(direct),/blog/ssd-yolo,desktop,United States,Albuquerque,1,1,0,0,0,1
20200404,0,New Visitor,google,/blog/image-rotation-opencv,desktop,Bangladesh,Dhaka,1,1,0,0,0,1
20200404,0,New Visitor,google,/blog/image-rotation-opencv,desktop,United States,Lone Tree,1,1,0,0,0,1
20200404,0,New Visitor,google,/blog/image-rotation-opencv,mobile,United States,Denver,1,1,0,0,0,1
20200404,0,New Visitor,google,/blog/ssd-yolo,desktop,United States,Albuquerque,1,1,0,0,0,1
20200404,1,New Visitor,google,/blog/ssd-yolo,desktop,Belgium,Koksijde,1,1,698,698,0,0
20200404,3,New Visitor,google,/blog/image-rotation-opencv,desktop,United States,Oceanside,1,1,0,0,0,1
20200404,4,New Visitor,hexometer.com,/?ref=hexometer,desktop,United States,(not set),1,1,0,0,0,1
20200404,5,New Visitor,google,/blog/image-rotation-opencv,desktop,Australia,Canberra,1,1,0,0,0,1
20200404,5,New Visitor,google,/blog/image-rotation-opencv,desktop,United States,Carthage,1,1,0,0,0,1
20200404,5,New Visitor,google,/blog/image-rotation-opencv,desktop,Vietnam,Hanoi,1,1,0,0,0,1
20200404,5,Returning Visitor,google,/blog/image-rotation-opencv,mobile,United States,Denver,1,1,0,0,0,1
20200404,6,New Visitor,duckduckgo,/blog/ssd-yolo,desktop,United States,San Diego,1,1,0,0,0,1
20200404,6,Returning Visitor,google,/blog/image-rotation-opencv,mobile,United States,Denver,1,1,0,0,0,1
